_id,jteid,persid,hhid,starthour,startime,arrhour,arrtime,dephour,deptime,jtetraveltime,jte_at,jteelapsedtime,jtedist,origLGA,destLGA,destplace,jtemode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dur1,dur2,dur3,dur4,dur5,dur6,dur7,dur8,dur9,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,place1,place2,place3,place4,place5,place6,place7,place8,place9,purp1,purp2,purp3,purp4,purp5,purp6,purp7,purp8,purp9,stop1,stop2,stop3,stop4,stop5,stop6,stop7,stop8,stop9,time1,time2,time3,time4,time5,time6,time7,time8,time9,wdjtewgt_LGA,wejtewgt_LGA
4906,Y17H2520519P04JTE1,Y17H2520519P04,Y17H2520519,8,480,8,520,15,918,39,0,39,10.87,Brimbank (C),Maribyrnong (C),Secondary School,Vehicle Passenger,10.11,0.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520519P04S01,Y17H2520519P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.76,
4907,Y17H2520519P05JTE1,Y17H2520519P05,Y17H2520519,8,480,8,510,8,511,30,0,30,10.11,Brimbank (C),Brimbank (C),Secondary School,Vehicle Passenger,10.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520519P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.31,
4908,Y17H2520519P06JTE1,Y17H2520519P06,Y17H2520519,8,480,8,510,8,511,30,0,30,10.11,Brimbank (C),Brimbank (C),Secondary School,Vehicle Passenger,10.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520519P06S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.31,
4909,Y17H2520519P07JTE1,Y17H2520519P07,Y17H2520519,8,480,8,510,15,940,30,0,30,10.11,Brimbank (C),Brimbank (C),Secondary School,Vehicle Passenger,10.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520519P07S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66.44,
4910,Y17H2520526P03JTE1,Y17H2520526P03,Y17H2520526,7,450,8,480,15,930,11,19,30,6.07,Melton (C),Melton (C),Secondary School,Vehicle Passenger,3.63,2.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shopping Centre,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Accompany Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520526P03S01,Y17H2520526P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.26,
4911,Y17H2520526P04JTE1,Y17H2520526P04,Y17H2520526,7,450,8,480,15,930,11,19,30,6.07,Melton (C),Melton (C),Secondary School,Vehicle Passenger,3.63,2.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shopping Centre,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Accompany Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520526P04S01,Y17H2520526P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.26,
4912,Y17H2520529P03JTE1,Y17H2520529P03,Y17H2520529,8,490,8,510,15,915,20,0,20,2.1,Melton (C),Melton (C),Secondary School,Walking,2.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520529P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,101.36,
4913,Y17H2520529P04JTE1,Y17H2520529P04,Y17H2520529,8,490,8,495,15,915,5,0,5,2.23,Melton (C),Melton (C),Secondary School,Bicycle,2.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bicycle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520529P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.03,
4914,Y17H2520529P05JTE1,Y17H2520529P05,Y17H2520529,8,490,8,510,15,915,20,0,20,2.1,Melton (C),Melton (C),Secondary School,Walking,2.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520529P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.7,
4915,Y17H2520532P03JTE1,Y17H2520532P03,Y17H2520532,7,450,8,480,15,915,30,0,30,3.78,Melton (C),Melton (C),Secondary School,School Bus,0.18,3.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,435,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520532P03S01,Y17H2520532P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.92,
4916,Y17H2520532P04JTE1,Y17H2520532P04,Y17H2520532,8,480,8,485,15,915,5,0,5,1.88,Melton (C),Melton (C),Primary School,Vehicle Passenger,1.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520532P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.92,
4917,Y17H2520533P04JTE1,Y17H2520533P04,Y17H2520533,8,485,8,518,15,915,33,0,33,3.36,Melton (C),Melton (C),Secondary School,Public Bus,0.3,2.6,0.46,N/A,N/A,N/A,N/A,N/A,N/A,0,0,397,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520533P04S01,Y17H2520533P04S02,Y17H2520533P04S03,N/A,N/A,N/A,N/A,N/A,N/A,3,27,3,N/A,N/A,N/A,N/A,N/A,N/A,107.04,
4918,Y17H2520535P03JTE1,Y17H2520535P03,Y17H2520535,8,480,9,540,12,730,60,0,60,30.68,Melton (C),Darebin (C),Secondary School,Vehicle Passenger,30.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2520535P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,216.26
4919,Y17H2530122P04JTE1,Y17H2530122P04,Y17H2530122,8,480,8,505,16,960,25,0,25,8.83,Greater Dandenong (C),Greater Dandenong (C),Secondary School,Vehicle Passenger,8.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,455,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530122P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.42,
4920,Y17H2530122P05JTE1,Y17H2530122P05,Y17H2530122,8,480,8,505,16,960,25,0,25,8.83,Greater Dandenong (C),Greater Dandenong (C),Secondary School,Vehicle Passenger,8.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,455,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530122P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.03,
4921,Y17H2530126P03JTE1,Y17H2530126P03,Y17H2530126,8,520,8,530,15,915,10,0,10,1.33,Greater Dandenong (C),Greater Dandenong (C),Primary School,Vehicle Passenger,1.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530126P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.25,
4922,Y17H2530131P02JTE1,Y17H2530131P02,Y17H2530131,12,720,13,780,18,1095,60,0,60,35.24,Greater Dandenong (C),Melbourne (C),Tertiary,Train,2.65,32.06,0.53,N/A,N/A,N/A,N/A,N/A,N/A,5,0,315,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530131P02S01,Y17H2530131P02S02,Y17H2530131P02S03,N/A,N/A,N/A,N/A,N/A,N/A,10,35,10,N/A,N/A,N/A,N/A,N/A,N/A,115.3,
4923,Y17H2530404P02JTE1,Y17H2530404P02,Y17H2530404,8,510,8,520,15,935,10,0,10,1.52,Banyule (C),Banyule (C),Primary School,Vehicle Passenger,1.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530404P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.05,
4924,Y17H2530404P03JTE1,Y17H2530404P03,Y17H2530404,8,510,8,520,15,935,10,0,10,1.52,Banyule (C),Banyule (C),Primary School,Vehicle Passenger,1.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530404P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.32,
4925,Y17H2530405P03JTE1,Y17H2530405P03,Y17H2530405,8,480,8,490,15,920,10,0,10,1.69,Banyule (C),Banyule (C),Secondary School,Vehicle Passenger,1.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530405P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.27,
4926,Y17H2530405P04JTE1,Y17H2530405P04,Y17H2530405,8,480,8,490,15,920,10,0,10,1.69,Banyule (C),Banyule (C),Secondary School,Vehicle Passenger,1.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530405P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.27,
4927,Y17H2530408P03JTE1,Y17H2530408P03,Y17H2530408,8,510,8,530,15,935,20,0,20,0.87,Banyule (C),Banyule (C),Primary School,Walking,0.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530408P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.68,
4928,Y17H2530408P04JTE1,Y17H2530408P04,Y17H2530408,8,510,8,530,15,935,20,0,20,0.87,Banyule (C),Banyule (C),Primary School,Walking,0.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530408P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.13,
4929,Y17H2530410P03JTE1,Y17H2530410P03,Y17H2530410,8,515,8,525,15,915,7,3,10,2.86,Banyule (C),Banyule (C),Secondary School,Vehicle Passenger,0.32,2.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Someone Else's Home,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530410P03S01,Y17H2530410P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.98,
4930,Y17H2530410P04JTE1,Y17H2530410P04,Y17H2530410,8,515,8,525,15,915,7,3,10,2.86,Banyule (C),Banyule (C),Secondary School,Vehicle Passenger,0.32,2.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Someone Else's Home,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530410P04S01,Y17H2530410P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.35,
4931,Y17H2530410P05JTE1,Y17H2530410P05,Y17H2530410,8,515,8,525,15,915,7,3,10,2.86,Banyule (C),Banyule (C),Secondary School,Vehicle Passenger,0.32,2.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Someone Else's Home,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530410P05S01,Y17H2530410P05S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.03,
4932,Y17H2530424P04JTE1,Y17H2530424P04,Y17H2530424,7,465,7,475,13,810,10,0,10,3.19,Banyule (C),Banyule (C),Secondary School,Vehicle Passenger,3.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530424P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.5,
4933,Y17H2530429P04JTE1,Y17H2530429P04,Y17H2530429,8,510,8,525,15,935,15,0,15,3.2,Banyule (C),Banyule (C),Primary School,Vehicle Passenger,3.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530429P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.22,
4934,Y17H2530436P03JTE1,Y17H2530436P03,Y17H2530436,8,500,8,510,15,930,10,0,10,4.22,Banyule (C),Darebin (C),Secondary School,Vehicle Passenger,4.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530436P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.55,
4935,Y17H2530436P04JTE1,Y17H2530436P04,Y17H2530436,8,500,8,510,15,930,10,0,10,4.22,Banyule (C),Darebin (C),Secondary School,Vehicle Passenger,4.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530436P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.22,
4936,Y17H2530501P02JTE1,Y17H2530501P02,Y17H2530501,8,510,8,530,15,930,20,0,20,0.84,Brimbank (C),Brimbank (C),Primary School,Walking,0.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530501P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65.26,
4937,Y17H2530501P03JTE1,Y17H2530501P03,Y17H2530501,8,510,8,530,15,930,20,0,20,0.84,Brimbank (C),Brimbank (C),Primary School,Walking,0.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530501P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.42,
4938,Y17H2530501P04JTE1,Y17H2530501P04,Y17H2530501,8,480,9,560,14,840,80,0,80,15.14,Brimbank (C),Maribyrnong (C),Primary School,Vehicle Passenger,15.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,280,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530501P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.58,
4939,Y17H2530508P03JTE1,Y17H2530508P03,Y17H2530508,8,510,8,520,15,920,10,0,10,3.41,Brimbank (C),Melton (C),Secondary School,Vehicle Passenger,3.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530508P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.58,
4940,Y17H2530508P04JTE1,Y17H2530508P04,Y17H2530508,8,510,8,520,15,920,10,0,10,3.41,Brimbank (C),Melton (C),Secondary School,Vehicle Passenger,3.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530508P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.42,
4941,Y17H2530511P03JTE1,Y17H2530511P03,Y17H2530511,8,510,8,525,15,931,15,0,15,3.17,Brimbank (C),Melton (C),Primary School,Vehicle Passenger,3.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530511P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.02,
4942,Y17H2530511P04JTE1,Y17H2530511P04,Y17H2530511,8,510,8,525,15,931,15,0,15,3.17,Brimbank (C),Melton (C),Primary School,Vehicle Passenger,3.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530511P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.02,
4943,Y17H2530519P03JTE1,Y17H2530519P03,Y17H2530519,7,455,8,505,15,910,50,0,50,5.32,Brimbank (C),Brimbank (C),Secondary School,Public Bus,0.4,4.52,0.41,N/A,N/A,N/A,N/A,N/A,N/A,7,0,405,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y17H2530519P03S01,Y17H2530519P03S02,Y17H2530519P03S03,N/A,N/A,N/A,N/A,N/A,N/A,5,33,5,N/A,N/A,N/A,N/A,N/A,N/A,54.02,
